,Unnamed: 0,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PLAYER_NAME,PTS,Pos,STL,TOV,TRB,Tm,eFG%
10,10,2.7,0.509,5.2,0.0,0.0,0.0,0.7,25,1.0,3.9,2.7,0.508,5.2,2.4,0.642,3.7,81,4.0,NBA,21.4,2.3,2.3,Anthony Davis ,7.7,PF,0.6,1.3,6.2,IND,0.508
11,11,2.5,0.445,5.6,0.0,,0.0,0.6,26,0.7,4.0,2.5,0.445,5.6,2.7,0.672,4.0,44,1.0,NBA,23.4,2.4,3.0,Anthony Davis ,7.6,PF,0.4,1.5,6.4,IND,0.445
12,12,2.9,0.49,5.9,0.0,0.5,0.0,0.5,27,0.8,3.8,2.9,0.49,5.9,3.0,0.713,4.2,82,14.0,NBA,25.5,2.3,3.0,Anthony Davis ,8.8,PF,0.4,1.1,6.1,IND,0.491
13,13,3.7,0.49,7.6,0.0,0.071,0.2,0.8,28,1.0,5.0,3.8,0.48,7.8,2.9,0.6659999999999999,4.4,82,28.0,NBA,28.5,2.3,3.2,Anthony Davis ,10.5,PF,0.5,1.7,7.3,IND,0.48100000000000004
14,14,3.1,0.484,6.4,0.0,0.0,0.0,0.7,29,0.9,4.5,3.1,0.48100000000000004,6.4,3.4,0.696,4.9,82,12.0,NBA,26.7,2.3,2.9,Anthony Davis ,9.6,PF,0.5,1.3,6.8,IND,0.48100000000000004
15,15,3.3,0.47100000000000003,7.1,0.0,,0.0,0.7,30,0.9,4.7,3.3,0.47100000000000003,7.1,2.8,0.703,3.9,49,1.0,NBA,25.9,2.4,2.8,Anthony Davis ,9.4,PF,0.4,1.0,7.0,IND,0.47100000000000003
16,16,4.0,0.44,9.0,0.0,,0.0,1.3,31,1.3,5.8,4.0,0.44,9.0,3.6,0.765,4.7,79,78.0,NBA,31.4,3.0,3.4,Anthony Davis ,11.5,C,0.5,1.5,8.8,TOR,0.44
17,17,4.8,0.434,11.1,0.0,0.0,0.0,1.4,32,1.9,6.6,4.8,0.433,11.1,4.1,0.754,5.4,78,77.0,NBA,35.0,3.5,2.9,Anthony Davis ,13.7,C,0.3,1.7,10.1,TOR,0.433
18,18,5.3,0.426,12.5,0.0,0.0,0.0,2.0,33,1.1,6.3,5.3,0.426,12.5,3.8,0.818,4.6,77,77.0,NBA,38.7,3.3,2.9,Anthony Davis ,14.5,PF,0.7,2.1,9.6,TOR,0.426
19,19,4.9,0.40700000000000003,12.1,0.0,,0.0,2.5,34,1.2,5.8,4.9,0.40700000000000003,12.1,4.1,0.7709999999999999,5.3,53,52.0,NBA,35.7,2.5,2.8,Anthony Davis ,13.9,C,0.4,2.2,8.2,TOR,0.40700000000000003
20,20,3.3,0.40299999999999997,8.3,0.0,,0.0,1.7,35,0.8,5.8,3.3,0.40299999999999997,8.3,2.2,0.765,2.9,80,79.0,NBA,32.1,2.6,2.6,Anthony Davis ,8.9,C,0.5,1.4,8.4,TOT,0.40299999999999997
21,21,3.1,0.38299999999999995,8.0,0.0,,0.0,0.9,35,0.5,6.3,3.1,0.38299999999999995,8.0,2.5,0.755,3.3,15,15.0,NBA,35.9,3.3,3.0,Anthony Davis ,8.6,C,0.5,1.4,9.5,TOR,0.38299999999999995
22,22,3.4,0.40700000000000003,8.3,0.0,,0.0,1.9,35,0.9,5.7,3.4,0.40700000000000003,8.3,2.1,0.768,2.8,65,64.0,NBA,31.3,2.4,2.5,Anthony Davis ,8.9,C,0.4,1.4,8.1,CHI,0.40700000000000003
23,23,2.7,0.461,5.8,0.0,,0.0,1.1,36,0.6,3.8,2.7,0.461,5.8,1.6,0.757,2.1,72,62.0,NBA,25.6,2.1,2.0,Anthony Davis ,7.0,PF,0.4,1.3,5.9,CHI,0.461
24,24,1.9,0.434,4.3,0.0,0.0,0.0,0.5,37,0.2,2.7,1.9,0.43200000000000005,4.3,1.2,0.642,1.8,44,39.0,NBA,21.4,2.0,2.8,Anthony Davis ,4.9,PF-C,0.5,1.2,4.7,TOT,0.43200000000000005
25,25,1.9,0.43,4.4,0.0,0.0,0.0,0.4,37,0.3,2.7,1.9,0.428,4.4,1.3,0.738,1.7,36,31.0,NBA,20.8,2.1,2.8,Anthony Davis ,5.0,PF,0.6,1.2,4.8,NYK,0.428
26,26,1.8,0.452,3.9,0.0,,0.0,0.9,37,0.1,2.6,1.8,0.452,3.9,0.9,0.35,2.5,8,8.0,NBA,23.9,1.9,3.3,Anthony Davis ,4.4,C,0.4,1.0,4.5,TOR,0.452
50,50,5.3,0.555,9.5,1.2,0.34700000000000003,3.3,4.5,28,0.2,2.5,6.4,0.501,12.8,2.3,0.774,3.0,78,78.0,NBA,33.8,1.0,2.5,Goran Dragic ,16.3,SG-PG,1.0,2.2,3.5,TOT,0.546
51,51,5.3,0.556,9.5,1.3,0.355,3.6,4.1,28,0.2,2.6,6.5,0.501,13.1,1.9,0.746,2.5,52,52.0,NBA,33.4,1.0,2.3,Goran Dragic ,16.2,SG,1.0,2.2,3.6,PHO,0.5489999999999999
52,52,5.3,0.552,9.6,0.9,0.32899999999999996,2.8,5.3,28,0.2,2.3,6.2,0.502,12.4,3.2,0.8079999999999999,4.0,26,26.0,NBA,34.8,1.2,2.9,Goran Dragic ,16.6,PG,1.1,2.3,3.4,MIA,0.539
59,59,4.7,0.47700000000000004,9.8,0.9,0.299,3.1,6.0,24,0.1,3.5,5.6,0.434,12.9,2.4,0.83,2.8,77,40.0,NBA,29.5,0.7,2.2,Reggie Jackson ,14.5,PG,0.8,2.4,4.2,TOT,0.47
60,60,4.1,0.49,8.4,0.9,0.278,3.2,4.3,24,0.1,3.5,5.0,0.43200000000000005,11.5,2.0,0.861,2.3,50,13.0,NBA,28.0,0.6,1.9,Reggie Jackson ,12.8,PG,0.8,1.8,4.0,OKC,0.47
61,61,5.7,0.46,12.5,1.0,0.337,3.1,9.2,24,0.1,3.6,6.8,0.436,15.6,3.0,0.7959999999999999,3.8,27,27.0,NBA,32.2,1.0,2.7,Reggie Jackson ,17.6,PG,0.7,3.5,4.7,DET,0.469
69,69,6.2,0.528,11.8,0.2,0.35600000000000004,0.6,0.7,22,0.4,5.3,6.4,0.519,12.4,2.4,0.782,3.1,75,74.0,NBA,28.5,3.7,2.5,Enes Kanter ,15.5,C,0.5,1.9,8.9,TOT,0.528
70,70,5.6,0.505,11.0,0.3,0.317,0.8,0.5,22,0.3,4.8,5.8,0.491,11.9,1.9,0.7879999999999999,2.4,49,48.0,NBA,27.1,3.0,2.3,Enes Kanter ,13.8,C,0.5,1.9,7.8,UTA,0.503
71,71,7.4,0.564,13.2,0.1,0.75,0.2,1.1,22,0.5,6.0,7.5,0.5660000000000001,13.3,3.5,0.7759999999999999,4.5,26,26.0,NBA,31.1,5.0,2.9,Enes Kanter ,18.7,C,0.5,2.0,11.0,OKC,0.5710000000000001
80,80,4.4,0.522,8.4,1.6,0.391,4.0,0.9,27,1.6,5.2,6.0,0.48,12.4,1.4,0.856,1.6,79,79.0,NBA,30.7,1.6,2.7,Serge Ibaka ,14.8,PF,0.5,1.3,6.8,TOT,0.5429999999999999
81,81,4.6,0.532,8.7,1.5,0.38799999999999996,3.8,1.1,27,1.6,5.0,6.1,0.488,12.6,1.4,0.846,1.6,56,56.0,NBA,30.5,1.8,2.5,Serge Ibaka ,15.1,PF,0.6,1.2,6.8,ORL,0.547
82,82,3.8,0.494,7.7,1.8,0.39799999999999996,4.5,0.7,27,1.4,5.5,5.6,0.45899999999999996,12.1,1.3,0.882,1.5,23,23.0,NBA,31.0,1.3,3.3,Serge Ibaka ,14.2,PF,0.3,1.7,6.8,TOR,0.532
87,87,0.7,0.28600000000000003,2.3,0.0,0.0,0.3,0.0,23,0.0,0.2,0.7,0.25,2.7,0.3,0.5,0.7,6,0.0,NBA,6.8,0.0,0.8,Tobias Harris ,1.7,SG,0.2,0.5,0.2,PHI,0.25
88,88,1.2,0.273,4.4,0.6,0.33299999999999996,1.8,1.6,26,0.0,1.4,1.8,0.29,6.2,4.6,0.92,5.0,5,0.0,NBA,17.6,0.6,1.6,Tobias Harris ,8.8,SG,0.8,1.2,2.0,BOS,0.33899999999999997
89,89,1.0,0.429,2.3,0.0,0.0,0.3,0.0,27,0.0,0.0,1.0,0.375,2.7,2.7,0.889,3.0,3,0.0,NBA,6.0,0.0,0.7,Tobias Harris ,4.7,SG,0.0,0.3,0.0,BOS,0.375
103,103,5.4,0.484,11.2,0.5,0.33,1.5,2.3,26,0.3,3.7,5.9,0.466,12.7,1.7,0.655,2.6,76,68.0,NBA,32.0,1.7,2.3,Thaddeus Young ,14.1,PF,1.6,1.5,5.4,TOT,0.486
104,104,5.6,0.469,12.0,0.4,0.292,1.4,2.8,26,0.4,3.5,6.0,0.451,13.4,1.8,0.682,2.7,48,48.0,NBA,33.4,1.6,2.4,Thaddeus Young ,14.3,PF,1.8,1.6,5.1,MIN,0.466
105,105,5.1,0.516,9.9,0.7,0.38,1.8,1.4,26,0.3,4.1,5.8,0.495,11.7,1.5,0.606,2.5,28,20.0,NBA,29.6,1.9,2.0,Thaddeus Young ,13.8,PF,1.4,1.5,5.9,BRK,0.524
137,137,4.1,0.541,7.6,0.0,0.0,0.1,3.5,26,1.1,5.4,4.1,0.536,7.7,2.1,0.58,3.7,81,64.0,NBA,26.5,2.1,2.8,Mason Plumlee ,10.4,C,0.9,1.7,7.5,TOT,0.536
138,138,4.4,0.5379999999999999,8.1,0.0,0.0,0.1,4.0,26,1.2,5.8,4.4,0.532,8.2,2.4,0.5670000000000001,4.1,54,54.0,NBA,28.1,2.2,2.8,Mason Plumlee ,11.1,C,0.9,1.6,8.0,POR,0.532
139,139,3.7,0.55,6.7,0.0,0.0,0.0,2.6,26,1.1,4.6,3.7,0.547,6.7,1.7,0.618,2.8,27,10.0,NBA,23.4,1.9,2.9,Mason Plumlee ,9.1,C,0.7,1.7,6.4,DEN,0.547
141,141,2.0,0.45799999999999996,4.4,1.1,0.342,3.2,2.2,24,0.3,2.7,3.1,0.41,7.6,0.7,0.672,1.0,62,25.0,NBA,24.9,0.9,2.2,Iman Shumpert ,8.0,SG,1.3,1.5,3.6,TOT,0.48100000000000004
142,142,2.7,0.436,6.2,1.0,0.348,2.8,3.3,24,0.1,2.5,3.7,0.409,9.0,1.0,0.6759999999999999,1.5,24,24.0,NBA,26.0,0.9,2.8,Iman Shumpert ,9.3,SG,1.3,1.8,3.4,NYK,0.46299999999999997
143,143,1.6,0.484,3.3,1.2,0.33799999999999997,3.4,1.5,24,0.3,2.9,2.8,0.41,6.7,0.5,0.667,0.7,38,1.0,NBA,24.2,0.9,1.9,Iman Shumpert ,7.2,SG,1.3,1.3,3.8,CLE,0.496
148,148,2.0,0.499,4.1,0.7,0.293,2.5,1.1,24,0.3,2.7,2.8,0.42,6.6,1.3,0.773,1.7,82,17.0,NBA,20.1,0.9,1.7,Jae Crowder ,7.7,SF,0.9,0.6,3.6,TOT,0.47600000000000003
149,149,0.8,0.526,1.5,0.5,0.342,1.5,0.5,24,0.2,0.7,1.3,0.434,3.0,0.4,0.909,0.4,25,0.0,NBA,10.6,0.5,1.0,Jae Crowder ,3.6,SF,0.6,0.4,1.2,DAL,0.52
150,150,2.6,0.495,5.2,0.8,0.282,3.0,1.4,24,0.4,3.6,3.4,0.418,8.2,1.7,0.762,2.3,57,17.0,NBA,24.2,1.1,1.9,Jae Crowder ,9.5,SF,1.0,0.7,4.6,BOS,0.469
158,158,1.6,0.451,3.5,0.9,0.35700000000000004,2.4,1.2,31,0.2,4.4,2.5,0.413,6.0,0.9,0.774,1.1,81,21.0,NBA,27.6,1.4,2.4,PJ Tucker ,6.7,SF,1.4,0.8,5.8,TOT,0.485
159,159,1.8,0.46299999999999997,3.8,0.8,0.33799999999999997,2.4,1.3,31,0.2,4.4,2.6,0.415,6.2,1.1,0.792,1.4,57,17.0,NBA,28.5,1.6,2.5,PJ Tucker ,7.0,SF,1.5,0.9,6.0,PHO,0.48
160,160,1.2,0.41200000000000003,2.8,1.0,0.4,2.5,1.1,31,0.2,4.4,2.2,0.406,5.3,0.5,0.688,0.7,24,4.0,NBA,25.4,1.0,2.2,PJ Tucker ,5.8,SF,1.3,0.6,5.4,TOR,0.5
168,168,2.1,0.436,4.9,1.0,0.337,3.0,4.3,27,0.0,1.7,3.1,0.39899999999999997,7.9,2.2,0.868,2.5,82,14.0,NBA,24.0,0.2,1.1,DJ Augustin ,9.5,PG,0.6,1.8,2.0,TOT,0.46299999999999997
169,169,2.6,0.45,5.8,0.9,0.327,2.8,4.9,27,0.0,1.6,3.5,0.41,8.5,2.7,0.87,3.1,54,13.0,NBA,23.8,0.2,1.1,DJ Augustin ,10.6,PG,0.6,2.0,1.9,DET,0.46299999999999997
170,170,1.3,0.389,3.2,1.2,0.354,3.4,3.1,27,0.0,1.9,2.5,0.371,6.6,1.1,0.861,1.3,28,1.0,NBA,24.2,0.3,1.1,DJ Augustin ,7.3,PG,0.6,1.3,2.2,OKC,0.462
171,171,4.6,0.52,8.9,0.0,0.231,0.2,0.9,31,0.8,4.2,4.7,0.515,9.1,1.4,0.715,2.0,78,71.0,NBA,25.5,2.0,2.1,Taj Gibson ,10.8,PF,0.5,1.3,6.2,TOT,0.517
172,172,5.0,0.529,9.4,0.0,0.16699999999999998,0.2,1.1,31,0.9,4.8,5.0,0.521,9.6,1.5,0.7140000000000001,2.2,55,55.0,NBA,27.3,2.2,2.2,Taj Gibson ,11.6,PF,0.5,1.4,6.9,CHI,0.523
173,173,3.8,0.494,7.7,0.0,1.0,0.0,0.6,31,0.7,2.8,3.9,0.49700000000000005,7.8,1.2,0.718,1.7,23,16.0,NBA,21.2,1.7,1.7,Taj Gibson ,9.0,PF,0.6,1.2,4.5,OKC,0.5
180,180,5.6,0.45299999999999996,12.3,0.5,0.31,1.5,2.1,19,0.6,2.9,6.1,0.43700000000000006,13.9,4.3,0.76,5.7,82,82.0,NBA,36.2,1.6,2.3,Andrew Wiggins ,16.9,SF,1.0,2.2,4.6,MIN,0.45399999999999996
181,181,6.6,0.486,13.6,0.7,0.3,2.3,2.0,20,0.6,2.3,7.3,0.45899999999999996,16.0,5.3,0.7609999999999999,7.0,81,81.0,NBA,35.1,1.3,2.0,Andrew Wiggins ,20.7,SF,1.0,2.2,3.6,MIN,0.48100000000000004
182,182,7.4,0.473,15.6,1.3,0.35600000000000004,3.5,2.3,21,0.4,2.8,8.6,0.452,19.1,5.0,0.76,6.6,82,82.0,NBA,37.2,1.2,2.2,Andrew Wiggins ,23.6,SF,1.0,2.3,4.0,MIN,0.484
183,183,5.8,0.504,11.4,1.3,0.317,4.1,1.8,22,0.6,3.0,7.1,0.455,15.5,3.5,0.625,5.6,20,20.0,NBA,36.8,1.1,1.6,Andrew Wiggins ,18.9,SF,1.4,2.0,4.1,MIN,0.49700000000000005
187,187,3.5,0.491,7.1,0.8,0.268,2.9,2.2,28,0.2,2.7,4.3,0.426,10.1,2.1,0.743,2.8,80,17.0,NBA,26.1,1.0,2.2,Corey Brewer ,11.5,SF,1.4,1.6,3.7,TOT,0.465
188,188,3.6,0.467,7.7,0.3,0.195,1.7,3.3,28,0.2,2.6,3.9,0.418,9.4,2.3,0.705,3.3,24,16.0,NBA,28.3,1.3,2.6,Corey Brewer ,10.5,SF,2.3,2.1,3.9,MIN,0.436
189,189,3.5,0.503,6.9,1.0,0.284,3.5,1.7,28,0.3,2.8,4.4,0.429,10.4,2.0,0.764,2.6,56,1.0,NBA,25.1,0.9,2.0,Corey Brewer ,11.9,SF,1.1,1.4,3.6,HOU,0.47700000000000004
195,195,1.1,0.494,2.3,2.4,0.451,5.4,1.6,35,0.3,2.7,3.6,0.46399999999999997,7.7,0.6,0.905,0.6,67,22.0,NBA,26.2,0.1,1.6,Kyle Korver ,10.1,SG,0.5,1.0,2.8,TOT,0.621
196,196,1.3,0.494,2.7,2.0,0.409,5.0,2.3,35,0.4,2.8,3.4,0.439,7.7,0.8,0.889,0.8,32,21.0,NBA,27.9,0.0,1.5,Kyle Korver ,9.5,SG,0.7,1.3,2.8,ATL,0.5710000000000001
197,197,1.0,0.493,2.0,2.8,0.485,5.7,1.0,35,0.2,2.6,3.7,0.48700000000000004,7.7,0.4,0.9329999999999999,0.4,35,1.0,NBA,24.5,0.2,1.7,Kyle Korver ,10.7,SG,0.3,0.8,2.8,CLE,0.667
210,210,5.3,0.495,10.7,1.2,0.36700000000000005,3.2,2.1,22,2.5,5.9,6.5,0.466,13.8,6.2,0.7829999999999999,7.9,31,31.0,NBA,25.4,2.0,3.6,Joel Embiid ,20.2,C,0.9,3.8,7.8,PHI,0.508
211,211,7.4,0.557,13.3,0.8,0.265,3.1,3.4,23,1.8,9.1,8.2,0.502,16.3,5.2,0.755,6.9,16,16.0,NBA,29.2,2.1,3.4,Joel Embiid ,22.4,C,0.8,4.3,11.2,PHI,0.527
214,214,4.1,0.45399999999999996,8.9,1.1,0.33299999999999996,3.4,1.3,20,1.9,5.5,5.2,0.42100000000000004,12.3,2.8,0.838,3.3,72,72.0,NBA,28.4,1.8,2.8,Kristaps Porzingis ,14.3,PF,0.7,1.7,7.3,NYK,0.467
215,215,5.0,0.493,10.2,1.7,0.35700000000000004,4.8,1.5,21,2.0,5.5,6.7,0.45,14.9,3.0,0.7859999999999999,3.8,66,65.0,NBA,32.8,1.7,3.7,Kristaps Porzingis ,18.1,PF,0.7,1.8,7.2,NYK,0.507
216,216,7.5,0.49,15.4,2.1,0.402,5.1,1.2,22,2.3,6.0,9.6,0.46799999999999997,20.5,6.1,0.8370000000000001,7.2,17,17.0,NBA,33.1,1.2,2.9,Kristaps Porzingis ,27.3,PF,0.5,2.4,7.2,NYK,0.519
218,218,1.7,0.5,3.4,0.3,0.271,1.0,0.7,19,0.5,2.6,2.0,0.447,4.4,0.9,0.721,1.3,47,8.0,NBA,17.0,1.0,1.8,Aaron Gordon ,5.2,PF,0.4,0.8,3.6,ORL,0.478
219,219,3.0,0.531,5.6,0.5,0.29600000000000004,1.8,1.6,20,0.7,4.5,3.5,0.473,7.4,1.7,0.6679999999999999,2.5,78,37.0,NBA,23.9,2.0,2.0,Aaron Gordon ,9.2,PF,0.8,0.8,6.5,ORL,0.509
220,220,4.0,0.528,7.5,1.0,0.28800000000000003,3.3,1.9,21,0.5,3.6,4.9,0.45399999999999996,10.8,2.0,0.7190000000000001,2.7,80,72.0,NBA,28.7,1.5,2.2,Aaron Gordon ,12.7,SF,0.8,1.1,5.1,ORL,0.499
221,221,4.2,0.5589999999999999,7.6,2.0,0.419,4.8,2.1,22,0.7,6.7,6.2,0.505,12.3,3.1,0.764,4.0,18,18.0,NBA,31.9,1.4,1.9,Aaron Gordon ,17.5,PF,0.9,1.5,8.1,ORL,0.586
222,222,4.4,0.428,10.4,0.7,0.32899999999999996,2.2,6.5,27,0.3,3.4,5.2,0.41100000000000003,12.6,1.6,0.693,2.3,77,53.0,NBA,29.1,0.6,1.7,Ishmael Smith ,12.6,PG,1.1,2.3,4.0,TOT,0.44
223,223,3.3,0.451,7.2,0.4,0.303,1.2,5.7,27,0.2,2.9,3.6,0.43,8.4,1.2,0.767,1.6,27,3.0,NBA,22.9,0.5,1.4,Ishmael Smith ,8.9,PG,0.9,1.7,3.4,NOP,0.452
224,224,5.1,0.42,12.0,0.9,0.336,2.7,7.0,27,0.4,3.7,6.0,0.405,14.8,1.8,0.669,2.7,50,50.0,NBA,32.4,0.6,1.9,Ishmael Smith ,14.7,PG,1.3,2.6,4.3,PHI,0.436
225,225,7.3,0.5589999999999999,13.0,0.4,0.341,1.1,2.0,20,1.7,7.7,7.6,0.542,14.1,2.7,0.8109999999999999,3.4,82,82.0,NBA,32.0,2.8,3.0,KarlAnthony Towns ,18.3,C,0.7,2.2,10.5,MIN,0.555
226,226,8.5,0.5820000000000001,14.7,1.2,0.36700000000000005,3.4,2.7,21,1.3,8.7,9.8,0.542,18.0,4.3,0.8320000000000001,5.2,82,82.0,NBA,37.0,3.6,2.9,KarlAnthony Towns ,25.1,C,0.7,2.6,12.3,MIN,0.5760000000000001
227,227,6.5,0.586,11.1,1.3,0.35600000000000004,3.7,1.6,22,1.4,8.7,7.8,0.529,14.8,4.0,0.86,4.7,20,20.0,NBA,34.8,2.8,3.4,KarlAnthony Towns ,20.9,C,0.5,1.8,11.5,MIN,0.573
231,231,0.6,0.426,1.4,1.4,0.381,3.6,0.6,23,0.1,1.0,2.0,0.39299999999999996,5.0,0.6,0.898,0.7,68,6.0,NBA,15.5,0.3,1.7,Alex Abrines ,6.0,SG,0.5,0.5,1.3,OKC,0.531
232,232,0.6,0.478,1.2,0.8,0.319,2.5,0.4,24,0.1,1.1,1.4,0.371,3.7,0.5,0.818,0.6,19,0.0,NBA,15.2,0.4,1.7,Alex Abrines ,4.0,SG,0.5,0.4,1.4,OKC,0.479
233,233,1.4,0.444,3.2,0.0,0.0,0.1,0.1,24,0.4,2.0,1.4,0.435,3.3,0.9,0.429,2.0,14,0.0,NBA,9.9,1.8,1.4,Brandan Wright ,3.7,PF,0.2,0.9,3.8,NYK,0.435
234,234,0.5,0.2,2.5,0.0,,0.0,0.0,25,0.0,0.5,0.5,0.2,2.5,0.0,,0.0,2,0.0,NBA,3.5,0.0,1.5,Brandan Wright ,1.0,PF,0.0,1.0,0.5,DEN,0.2
239,239,0.8,0.408,1.9,1.0,0.314,3.2,2.4,19,0.2,1.3,1.8,0.349,5.1,0.2,0.625,0.4,82,41.0,NBA,22.2,0.3,1.8,Dante Exum ,4.8,PG,0.5,1.4,1.6,UTA,0.44799999999999995
240,240,1.7,0.519,3.2,0.7,0.295,2.3,1.7,21,0.2,1.5,2.3,0.42700000000000005,5.5,0.9,0.795,1.1,66,26.0,NBA,18.6,0.5,2.2,Dante Exum ,6.2,PG,0.3,1.2,2.0,UTA,0.488
244,244,1.2,0.5,2.4,0.0,,0.0,0.7,23,0.0,0.8,1.2,0.5,2.4,0.4,0.667,0.7,9,0.0,NBA,7.3,0.1,0.8,Jason Smith ,2.9,C,0.4,0.3,0.9,SAC,0.5
245,245,1.1,0.433,2.6,0.0,0.0,0.1,0.5,24,0.3,0.9,1.1,0.413,2.7,0.9,0.6559999999999999,1.4,23,0.0,NBA,7.9,0.3,1.3,Jason Smith ,3.2,C,0.3,0.2,1.2,TOT,0.413
246,246,0.5,0.3,1.7,0.0,0.0,0.1,0.5,24,0.3,1.0,0.5,0.28600000000000003,1.8,0.5,0.5,1.0,12,0.0,NBA,5.9,0.2,1.0,Jason Smith ,1.5,C,0.2,0.2,1.2,SAC,0.28600000000000003
247,247,1.8,0.5,3.6,0.0,0.0,0.2,0.5,24,0.2,0.7,1.8,0.47600000000000003,3.8,1.4,0.75,1.8,11,0.0,NBA,10.0,0.5,1.7,Jason Smith ,5.0,C,0.4,0.3,1.3,PHI,0.47600000000000003
248,248,0.8,0.38799999999999996,2.2,0.0,0.0,0.1,0.4,26,0.2,0.6,0.8,0.371,2.3,0.4,0.6,0.6,31,0.0,NBA,5.4,0.4,0.8,Jason Smith ,2.1,C,0.1,0.2,1.0,SAC,0.371
