,Unnamed: 0,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PLAYER_NAME,PTS,Pos,STL,TOV,TRB,Tm,eFG%
781,781,2.2,0.39399999999999996,5.5,0.0,0.0,0.8,3.3,23,0.5,2.7,2.2,0.342,6.3,0.5,0.75,0.7,6,4.0,NBA,27.7,1.3,1.8,Briante Weber ,4.8,PG,1.5,1.5,4.0,MEM,0.342
782,782,1.0,1.0,1.0,0.0,,0.0,1.0,23,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1,0.0,NBA,3.0,0.0,1.0,Briante Weber ,2.0,PG,0.0,0.0,1.0,MIA,1.0
783,783,0.7,0.33299999999999996,2.1,0.3,0.226,1.1,1.0,21,0.0,0.2,1.0,0.295,3.3,0.6,0.895,0.7,27,1.0,NBA,7.5,0.0,1.0,Maalik Wayns ,2.8,PG,0.2,0.6,0.3,TOT,0.335
784,784,0.7,0.298,2.2,0.2,0.2,1.2,1.0,21,0.0,0.2,0.9,0.264,3.4,0.6,0.867,0.7,21,1.0,NBA,7.9,0.0,0.9,Maalik Wayns ,2.7,PG,0.1,0.6,0.2,PHI,0.299
785,785,0.8,0.5,1.7,0.3,0.33299999999999996,1.0,1.2,21,0.0,0.3,1.2,0.43799999999999994,2.7,0.7,1.0,0.7,6,0.0,NBA,6.2,0.0,1.3,Maalik Wayns ,3.3,PG,0.5,0.3,0.3,LAC,0.5
786,786,0.5,0.5,1.0,0.0,,0.0,1.0,22,0.0,1.0,0.5,0.5,1.0,0.0,,0.0,2,0.0,NBA,4.5,0.0,2.0,Maalik Wayns ,1.0,PG,1.0,0.0,1.0,LAC,0.5
787,787,0.7,0.667,1.0,0.0,0.0,0.3,0.3,21,0.0,1.0,0.7,0.5,1.3,0.3,0.2,1.7,3,0.0,NBA,5.0,0.0,0.3,Vander Blue ,1.7,SG,0.0,0.7,1.0,BOS,0.5
788,788,3.5,0.35,10.0,1.0,0.2,5.0,4.0,22,0.0,3.5,4.5,0.3,15.0,1.0,0.4,2.5,2,1.0,NBA,37.0,1.0,2.0,Vander Blue ,11.0,SG,1.5,3.0,4.5,LAL,0.33299999999999996
789,789,0.3,0.33299999999999996,0.8,0.0,,0.0,0.3,25,0.0,0.3,0.3,0.33299999999999996,0.8,0.0,,0.0,4,0.0,NBA,7.0,0.0,0.5,Vander Blue ,0.5,SG,0.0,0.5,0.3,LAL,0.33299999999999996
790,790,0.8,0.341,2.2,0.3,0.379,0.8,0.9,22,0.1,1.0,1.1,0.35100000000000003,3.0,0.5,0.818,0.6,37,0.0,NBA,7.9,0.1,1.0,Fred VanVleet ,2.9,PG,0.4,0.4,1.1,TOR,0.401
791,791,1.3,0.424,3.1,0.7,0.318,2.3,2.5,23,0.2,1.4,2.1,0.379,5.4,0.8,0.889,0.9,19,0.0,NBA,15.7,0.2,1.3,Fred VanVleet ,5.7,PG,0.8,0.9,1.6,TOR,0.447
792,792,0.5,0.413,1.3,0.5,0.321,1.5,0.6,23,0.0,0.6,1.0,0.364,2.8,0.1,0.833,0.2,36,0.0,NBA,7.9,0.1,0.6,Bryn Forbes ,2.6,SG,0.0,0.3,0.6,SAS,0.449
793,793,1.5,0.491,3.0,0.9,0.409,2.3,0.7,24,0.1,0.9,2.4,0.455,5.3,0.3,0.625,0.4,19,1.0,NBA,15.1,0.3,1.3,Bryn Forbes ,6.1,SG,0.3,0.4,1.3,SAS,0.545
795,795,0.5,0.557,0.9,1.0,0.39899999999999997,2.6,0.7,24,0.4,1.1,1.5,0.44,3.5,0.4,0.8240000000000001,0.5,67,6.0,NBA,12.1,0.3,1.1,Davis Bertans ,4.5,PF,0.3,0.5,1.5,SAS,0.588
796,796,0.2,0.6,0.3,0.7,0.39299999999999996,1.9,0.5,25,0.1,0.9,0.9,0.424,2.2,0.4,0.75,0.5,15,0.0,NBA,7.0,0.0,0.7,Davis Bertans ,3.0,PF,0.1,0.2,0.9,SAS,0.591
797,797,0.9,0.5329999999999999,1.7,0.6,0.33299999999999996,1.7,1.1,21,0.2,1.1,1.5,0.433,3.5,0.4,0.784,0.5,71,20.0,NBA,15.1,0.3,0.9,Patrick McCaw ,4.0,SG,0.5,0.5,1.4,GSW,0.516
798,798,0.9,0.5670000000000001,1.7,0.4,0.381,1.2,0.9,22,0.1,0.6,1.4,0.49,2.8,0.1,0.33299999999999996,0.2,18,0.0,NBA,12.1,0.2,0.8,Patrick McCaw ,3.3,SG,0.4,0.4,0.8,GSW,0.569
799,799,2.3,0.605,3.8,0.1,0.2,0.3,0.7,24,0.4,2.3,2.4,0.58,4.1,1.3,0.6409999999999999,2.0,20,2.0,NBA,19.9,0.9,1.8,David Nwaba ,6.0,SG,0.7,0.6,3.2,LAL,0.586
800,800,2.3,0.545,4.1,0.3,0.4,0.6,1.0,25,0.8,5.1,2.5,0.526,4.8,1.6,0.722,2.3,8,3.0,NBA,21.0,0.4,1.8,David Nwaba ,6.9,SG,0.8,0.5,5.5,CHI,0.5529999999999999
804,804,,,,,,,0.7,25,,,1.9,0.33299999999999996,5.6,1.7,0.723,2.4,20,,BAA,,,3.4,Bobby Brown ,5.4,,,,,PRO,
805,805,,,,,,,1.6,26,,,4.5,0.361,12.3,2.8,0.6829999999999999,4.1,62,,NBA,,,4.3,Bobby Brown ,11.7,,,,,DNN,
817,817,1.3,0.409,3.1,1.1,0.32899999999999996,3.2,3.5,26,0.1,1.7,2.3,0.368,6.3,1.2,0.731,1.6,48,7.0,NBA,18.1,0.3,1.2,Brandon Jennings ,6.9,PG,0.6,1.2,2.0,TOT,0.452
818,818,1.3,0.439,2.9,1.0,0.312,3.3,3.0,26,0.1,1.8,2.3,0.371,6.2,1.2,0.711,1.7,23,1.0,NBA,18.1,0.2,1.0,Brandon Jennings ,6.8,PG,0.5,1.0,2.0,DET,0.455
819,819,1.3,0.386,3.3,1.1,0.34600000000000003,3.1,4.0,26,0.2,1.6,2.4,0.366,6.4,1.2,0.75,1.6,25,6.0,NBA,18.1,0.4,1.3,Brandon Jennings ,7.0,PG,0.7,1.4,2.0,ORL,0.45
825,825,1.2,0.488,2.5,0.2,0.326,0.7,0.7,22,0.7,1.4,1.5,0.452,3.2,0.8,0.7290000000000001,1.1,65,11.0,NBA,11.6,0.5,1.9,Jaylen Johnson ,3.9,PF,0.3,1.0,2.0,CHI,0.488
826,826,2.6,0.493,5.3,0.2,0.235,0.9,2.3,23,1.0,2.8,2.8,0.456,6.2,1.2,0.662,1.9,38,25.0,NBA,21.6,1.0,2.5,Jaylen Johnson ,7.1,SF,0.9,1.7,3.7,TOT,0.473
827,827,1.2,0.469,2.5,0.2,0.222,0.7,1.1,23,0.7,1.4,1.3,0.415,3.2,0.5,0.462,1.0,13,0.0,NBA,9.5,0.5,1.9,Jaylen Johnson ,3.2,SF,0.6,1.4,1.8,CHI,0.439
828,828,3.4,0.49700000000000005,6.8,0.2,0.24,1.0,3.0,23,1.1,3.5,3.6,0.46399999999999997,7.8,1.6,0.7070000000000001,2.3,25,25.0,NBA,28.0,1.2,2.8,Jaylen Johnson ,9.2,SF,1.0,1.8,4.7,TOR,0.48
829,829,3.5,0.467,7.4,0.3,0.317,1.0,2.0,24,1.4,3.5,3.8,0.45,8.4,1.3,0.7040000000000001,1.9,62,40.0,NBA,25.2,1.2,2.9,Jaylen Johnson ,9.1,SF,1.1,1.6,4.7,TOR,0.46799999999999997
830,830,2.1,0.439,4.9,0.0,0.095,0.4,1.1,25,0.9,1.8,2.2,0.413,5.2,0.7,0.597,1.2,54,11.0,NBA,16.3,0.9,1.8,Jaylen Johnson ,5.1,SF,0.8,1.3,2.7,SAC,0.41700000000000004
831,831,2.3,0.5479999999999999,4.3,0.4,0.253,1.7,2.1,26,1.1,2.0,2.8,0.46399999999999997,5.9,1.5,0.8440000000000001,1.7,52,4.0,NBA,18.4,1.2,2.0,Jaylen Johnson ,7.4,SF,0.8,1.3,3.2,MEM,0.5
832,832,3.2,0.643,5.0,0.2,0.21600000000000003,0.7,1.4,27,1.0,2.8,3.4,0.589,5.8,1.0,0.657,1.5,70,17.0,NBA,19.6,0.9,2.2,Jaylen Johnson ,7.9,PF,0.8,1.1,3.7,TOR,0.603
833,833,1.6,0.54,3.1,0.4,0.303,1.2,1.2,28,0.6,1.7,2.0,0.475,4.2,0.7,0.574,1.2,57,32.0,NBA,16.2,0.5,1.5,Jaylen Johnson ,5.0,PF,0.5,0.9,2.2,TOR,0.517
834,834,3.7,0.5479999999999999,6.8,1.1,0.34,3.4,3.6,29,1.1,4.1,4.8,0.479,10.1,2.0,0.7070000000000001,2.8,76,5.0,NBA,27.4,0.9,2.6,Jaylen Johnson ,12.8,PF,1.0,2.3,4.9,MIA,0.535
835,835,3.3,0.5710000000000001,5.8,0.9,0.354,2.7,4.6,30,0.7,4.5,4.3,0.503,8.5,2.1,0.7120000000000001,2.9,18,5.0,NBA,27.7,0.8,2.9,Jaylen Johnson ,11.6,PF,1.1,2.6,5.3,MIA,0.5589999999999999
837,837,1.8,0.39799999999999996,4.6,0.2,0.256,0.7,1.3,21,0.0,0.9,2.0,0.38,5.3,0.8,0.7859999999999999,1.0,57,0.0,NBA,13.5,0.4,1.5,Marcus Williams ,5.0,SG,0.5,0.9,1.3,UTA,0.396
838,838,3.6,0.456,8.0,0.4,0.32299999999999995,1.2,6.1,22,0.1,2.4,4.0,0.43799999999999994,9.2,1.7,0.85,2.0,80,80.0,NBA,28.2,0.6,2.8,Marcus Williams ,10.2,PG,0.9,2.5,3.1,MIL,0.46
839,839,3.3,0.44299999999999995,7.6,1.3,0.382,3.3,4.0,23,0.1,1.9,4.6,0.424,10.8,1.7,0.85,1.9,58,12.0,NBA,26.4,0.5,2.5,Marcus Williams ,12.1,PG,0.9,1.8,2.5,MIL,0.483
840,840,5.7,0.474,12.1,1.2,0.34600000000000003,3.4,6.1,24,0.1,4.0,6.9,0.446,15.4,2.3,0.855,2.7,68,68.0,NBA,36.4,0.8,3.0,Marcus Williams ,17.3,PG,1.3,3.0,4.8,MIL,0.484
841,841,5.3,0.512,10.4,1.3,0.385,3.5,6.3,25,0.2,2.9,6.7,0.48,13.9,2.5,0.856,2.9,66,66.0,NBA,36.5,0.6,2.8,Marcus Williams ,17.2,PG,1.2,2.8,3.5,MIL,0.528
842,842,4.2,0.486,8.7,2.3,0.436,5.2,4.1,26,0.1,2.9,6.5,0.467,13.9,2.6,0.912,2.8,81,81.0,NBA,35.0,0.6,2.7,Marcus Williams ,17.8,PG,0.9,2.2,3.4,CLE,0.5479999999999999
843,843,3.2,0.452,7.0,2.3,0.429,5.4,5.3,27,0.3,2.6,5.5,0.442,12.4,2.6,0.894,2.9,69,68.0,NBA,34.2,0.4,2.5,Marcus Williams ,15.8,PG,1.0,2.5,3.0,CLE,0.535
844,844,3.7,0.436,8.4,1.4,0.324,4.2,6.6,28,0.2,2.3,5.0,0.39899999999999997,12.6,2.6,0.853,3.1,58,56.0,NBA,30.8,0.4,2.6,Marcus Williams ,14.0,PG,0.9,2.9,2.6,TOT,0.45299999999999996
845,845,3.9,0.436,9.1,1.0,0.265,3.8,7.1,28,0.3,2.3,4.9,0.385,12.8,2.4,0.833,2.8,36,34.0,NBA,29.6,0.4,2.5,Marcus Williams ,13.3,PG,0.9,2.9,2.7,CLE,0.424
846,846,3.2,0.43799999999999994,7.3,2.0,0.39799999999999996,4.9,5.6,28,0.0,2.3,5.1,0.42200000000000004,12.2,3.0,0.88,3.4,22,22.0,NBA,32.9,0.3,2.7,Marcus Williams ,15.2,PG,0.9,3.0,2.5,LAC,0.502
847,847,3.2,0.449,7.2,1.8,0.389,4.6,3.1,29,0.1,1.5,5.0,0.426,11.8,1.4,0.9,1.5,52,1.0,NBA,28.3,0.4,2.0,Marcus Williams ,13.2,SG,1.0,1.7,1.9,LAC,0.502
848,848,3.7,0.449,8.2,1.3,0.38299999999999995,3.3,6.2,30,0.2,1.9,5.0,0.43,11.6,1.6,0.882,1.8,46,46.0,NBA,30.8,0.5,2.3,Marcus Williams ,12.9,PG,1.0,2.7,2.4,UTA,0.485
849,849,2.7,0.441,6.0,1.1,0.369,3.0,4.3,31,0.1,1.5,3.8,0.41700000000000004,9.1,1.1,0.8759999999999999,1.2,74,0.0,NBA,24.8,0.6,2.7,Marcus Williams ,9.7,PG,0.7,2.0,2.1,POR,0.478
850,850,3.3,0.434,7.5,1.8,0.342,5.1,6.2,32,0.2,2.2,5.0,0.397,12.6,2.4,0.872,2.8,68,33.0,NBA,29.1,0.3,2.4,Marcus Williams ,14.2,PG,0.7,2.5,2.6,TOT,0.466
851,851,3.0,0.43700000000000006,6.8,1.4,0.34700000000000003,4.1,6.4,32,0.2,2.1,4.4,0.40299999999999997,10.9,2.0,0.851,2.3,41,19.0,NBA,28.0,0.3,2.5,Marcus Williams ,12.2,PG,0.7,2.5,2.4,MIN,0.469
852,852,3.7,0.43,8.7,2.2,0.337,6.6,6.0,32,0.2,2.5,6.0,0.39,15.3,3.1,0.892,3.4,27,14.0,NBA,30.8,0.3,2.2,Marcus Williams ,17.2,PG,0.6,2.6,2.8,CHO,0.462
853,853,2.3,0.48,4.9,0.9,0.353,2.5,2.4,33,0.1,1.6,3.2,0.43700000000000006,7.4,0.9,0.905,1.0,41,14.0,NBA,18.2,0.1,1.5,Marcus Williams ,8.2,PG,0.3,1.4,1.8,CLE,0.49700000000000005
855,855,0.6,0.615,1.0,0.0,,0.0,0.8,26,0.0,0.7,0.6,0.615,1.0,0.2,0.667,0.2,13,0.0,NBA,6.2,0.2,0.6,James Blackmon Jr ,1.4,PG,0.3,0.4,0.8,TOT,0.615
856,856,0.5,0.667,0.8,0.0,,0.0,1.3,26,0.0,0.8,0.5,0.667,0.8,0.0,,0.0,4,0.0,NBA,4.8,0.0,0.3,James Blackmon Jr ,1.0,PG,0.3,0.5,0.8,CHH,0.667
857,857,0.7,0.6,1.1,0.0,,0.0,0.7,26,0.0,0.7,0.7,0.6,1.1,0.2,0.667,0.3,9,0.0,NBA,6.8,0.2,0.8,James Blackmon Jr ,1.6,PG,0.3,0.3,0.9,BOS,0.6
860,860,2.3,0.48100000000000004,4.7,0.0,0.33299999999999996,0.0,0.8,26,0.8,2.9,2.3,0.48,4.8,0.7,0.565,1.3,82,,NBA,18.8,1.8,2.3,Matt Jones ,5.3,PF,0.6,1.4,4.6,HOU,0.48100000000000004
861,861,1.7,0.466,3.7,0.0,0.0,0.0,0.6,27,0.3,2.0,1.7,0.46399999999999997,3.7,0.9,0.634,1.5,68,,NBA,14.8,1.4,1.6,Matt Jones ,4.4,PF,0.3,0.8,3.4,HOU,0.46399999999999997
862,862,1.9,0.5379999999999999,3.5,0.0,0.0,0.1,0.4,28,0.5,2.0,1.9,0.531,3.6,0.7,0.545,1.3,60,6.0,NBA,12.4,1.3,1.7,Matt Jones ,4.5,PF,0.3,0.8,3.4,HOU,0.531
863,863,2.4,0.46,5.2,0.0,0.0,0.0,0.7,29,0.4,2.5,2.4,0.457,5.2,0.9,0.5489999999999999,1.7,60,4.0,NBA,14.6,1.9,1.7,Matt Jones ,5.7,PF,0.4,1.4,4.4,HOU,0.457
864,864,1.2,0.5379999999999999,2.3,0.0,,0.0,0.5,30,0.2,1.4,1.2,0.5379999999999999,2.3,0.5,0.612,0.9,57,5.0,NBA,8.3,0.6,1.1,Matt Jones ,3.0,PF,0.2,0.5,2.0,HOU,0.5379999999999999
865,865,1.0,0.552,1.9,0.0,,0.0,0.3,31,0.3,1.7,1.0,0.552,1.9,0.7,0.647,1.1,47,0.0,NBA,8.9,1.0,1.2,Matt Jones ,2.7,PF,0.2,0.7,2.7,DET,0.552
868,868,0.4,0.4,0.9,0.3,0.6,0.6,0.2,23,0.0,0.6,0.7,0.475,1.5,0.4,0.667,0.6,27,1.0,NBA,7.0,0.2,0.7,Treveon Graham ,2.1,SG,0.2,0.1,0.8,CHO,0.588
869,869,1.2,0.44799999999999995,2.6,0.5,0.278,1.6,1.5,24,0.0,1.6,1.6,0.38299999999999995,4.3,0.6,0.7,0.9,11,0.0,NBA,18.9,0.8,2.4,Treveon Graham ,4.4,SG,0.7,0.5,2.5,CHO,0.436
871,871,10.1,0.499,20.2,0.0,0.0,0.0,3.2,22,1.8,10.2,10.1,0.498,20.3,3.8,0.67,5.7,77,,ABA,39.9,5.4,4.3,Matt Barnes ,24.0,PF,1.2,4.0,15.6,SSL,0.498
872,872,10.1,0.504,20.1,0.0,0.273,0.2,2.2,23,2.0,6.9,10.2,0.503,20.2,3.7,0.74,5.1,67,,ABA,37.1,3.9,4.1,Matt Barnes ,24.1,PF,1.9,3.4,10.8,SSL,0.504
873,873,3.8,0.447,8.5,,,,0.8,24,0.6,3.5,3.8,0.447,8.5,2.0,0.679,2.9,53,,NBA,18.7,1.3,2.6,Matt Barnes ,9.6,PF,0.7,,4.8,DET,0.447
874,874,4.7,0.42200000000000004,11.0,,,,2.3,25,1.4,5.1,4.7,0.42200000000000004,11.0,2.1,0.703,3.0,60,,NBA,27.4,2.3,4.0,Matt Barnes ,11.4,PF,1.1,2.3,7.3,TOT,0.42200000000000004
875,875,4.4,0.449,9.8,,,,1.6,25,0.9,5.3,4.4,0.449,9.8,1.2,0.483,2.4,12,,NBA,22.4,2.3,3.6,Matt Barnes ,10.0,PF,0.6,2.4,7.6,DET,0.449
876,876,4.7,0.41600000000000004,11.3,,,,2.4,25,1.5,5.0,4.7,0.41600000000000004,11.3,2.4,0.745,3.2,48,,NBA,28.7,2.2,4.1,Matt Barnes ,11.8,PF,1.2,2.2,7.3,BUF,0.41600000000000004
877,877,3.5,0.491,7.1,,,,1.4,26,1.0,3.2,3.5,0.491,7.1,1.1,0.652,1.7,38,,NBA,20.9,1.5,3.8,Matt Barnes ,8.1,PF,1.0,1.8,4.7,BOS,0.491
878,878,1.2,0.4,3.0,0.0,,0.0,0.9,27,0.6,2.2,1.2,0.4,3.0,0.8,0.5,1.6,20,,NBA,14.4,1.7,2.6,Matt Barnes ,3.2,PF,0.3,0.9,3.9,SDC,0.4
879,879,2.3,0.45799999999999996,5.1,0.7,0.313,2.3,3.4,26,0.2,1.9,3.1,0.41200000000000003,7.4,0.8,0.716,1.1,75,25.0,NBA,24.4,0.2,1.7,Norris Cole ,7.6,PG,0.8,1.3,2.1,TOT,0.461
880,880,1.9,0.446,4.3,0.6,0.265,2.2,3.5,26,0.2,2.0,2.5,0.386,6.5,0.7,0.696,1.0,47,23.0,NBA,24.4,0.3,1.6,Norris Cole ,6.3,PG,0.9,1.2,2.3,MIA,0.43
881,881,3.0,0.47200000000000003,6.4,1.0,0.37799999999999995,2.6,3.2,26,0.3,1.8,4.0,0.444,9.0,0.9,0.743,1.3,28,2.0,NBA,24.4,0.0,1.8,Norris Cole ,9.9,PG,0.5,1.5,1.8,NOP,0.5
883,883,2.0,0.42200000000000004,4.7,1.5,0.386,3.8,3.7,23,0.2,2.0,3.5,0.406,8.6,1.6,0.831,1.9,46,29.0,NBA,26.0,0.4,2.0,Yogi Ferrell ,10.0,PG,0.9,1.5,2.4,TOT,0.49200000000000005
884,884,1.0,0.455,2.2,0.8,0.29600000000000004,2.7,1.7,23,0.2,0.8,1.8,0.36700000000000005,4.9,1.0,0.625,1.6,10,0.0,NBA,15.1,0.4,1.1,Yogi Ferrell ,5.4,PG,0.2,1.4,1.2,BRK,0.449
885,885,2.3,0.418,5.4,1.7,0.40299999999999997,4.1,4.3,23,0.2,2.3,3.9,0.41200000000000003,9.6,1.8,0.877,2.0,36,29.0,NBA,29.1,0.4,2.2,Yogi Ferrell ,11.3,PG,1.1,1.6,2.8,DAL,0.499
886,886,0.8,0.316,2.4,1.0,0.40299999999999997,2.6,1.8,22,0.0,1.6,1.8,0.361,5.0,0.6,0.8240000000000001,0.7,24,0.0,NBA,14.3,0.3,1.0,Dahntay Jones ,5.2,PG,0.5,0.7,1.8,TOT,0.466
887,887,0.4,0.267,1.4,0.9,0.345,2.6,1.2,22,0.0,1.0,1.3,0.318,4.0,1.0,0.846,1.2,11,0.0,NBA,11.9,0.2,0.6,Dahntay Jones ,4.5,PG,0.6,0.5,1.2,NJN,0.43200000000000005
888,888,1.1,0.33299999999999996,3.2,1.2,0.455,2.5,2.2,22,0.0,2.1,2.2,0.387,5.8,0.2,0.75,0.3,13,0.0,NBA,16.4,0.3,1.2,Dahntay Jones ,5.8,PG,0.5,0.9,2.4,BOS,0.48700000000000004
889,889,0.7,0.415,1.7,0.7,0.36,2.1,1.7,23,0.0,0.8,1.5,0.385,3.8,0.6,0.667,0.9,55,1.0,NBA,11.1,0.2,0.6,Dahntay Jones ,4.2,PG,0.3,0.7,1.0,TOT,0.483
890,890,1.1,0.452,2.4,0.8,0.478,1.8,3.0,23,0.0,1.2,1.9,0.46299999999999997,4.2,0.5,0.778,0.7,13,1.0,NBA,15.1,0.0,1.0,Dahntay Jones ,5.2,PG,0.5,1.2,1.2,GSW,0.565
891,891,0.6,0.397,1.5,0.7,0.33,2.2,1.4,23,0.0,0.6,1.3,0.35700000000000004,3.7,0.6,0.6409999999999999,0.9,42,0.0,NBA,9.9,0.3,0.5,Dahntay Jones ,3.9,PG,0.3,0.6,0.9,DAL,0.455
892,892,1.2,0.465,2.6,1.2,0.364,3.3,3.2,24,0.0,1.5,2.4,0.409,5.9,0.5,0.7120000000000001,0.7,71,10.0,NBA,19.9,0.2,0.8,Dahntay Jones ,6.5,PG,0.5,1.1,1.7,VAN,0.51
893,893,0.7,0.45899999999999996,1.5,1.0,0.371,2.8,2.1,25,0.0,1.3,1.7,0.401,4.2,0.6,0.7290000000000001,0.9,67,0.0,NBA,16.2,0.2,1.2,Dahntay Jones ,5.1,PG,0.3,0.9,1.5,DET,0.523
894,894,0.7,0.40399999999999997,1.8,0.9,0.364,2.5,1.6,26,0.1,1.2,1.6,0.381,4.3,0.4,0.741,0.6,49,1.0,NBA,14.5,0.2,0.9,Dahntay Jones ,4.6,PG,0.4,0.5,1.4,SAC,0.486
895,895,1.4,0.446,3.1,1.2,0.359,3.3,5.8,27,0.0,1.9,2.6,0.401,6.4,0.7,0.764,0.9,82,26.0,NBA,24.6,0.2,1.1,Dahntay Jones ,7.0,PG,0.4,1.3,2.1,MIL,0.494
896,896,1.3,0.517,2.5,2.7,0.43200000000000005,6.4,4.3,28,0.1,2.6,4.0,0.456,8.9,0.8,0.7909999999999999,1.0,82,66.0,NBA,31.4,0.2,1.5,Dahntay Jones ,11.6,PG,0.5,1.2,2.8,MIA,0.611
897,897,0.6,0.41700000000000004,1.5,1.7,0.377,4.5,2.1,29,0.0,1.5,2.3,0.387,6.0,0.4,0.64,0.6,82,7.0,NBA,25.5,0.2,1.4,Dahntay Jones ,6.7,PG,0.5,0.7,1.6,CLE,0.53
898,898,0.8,0.387,2.1,1.5,0.385,3.9,1.6,30,0.0,1.0,2.3,0.386,5.9,0.5,0.682,0.7,60,0.0,NBA,19.6,0.2,0.9,Dahntay Jones ,6.6,PG,0.3,0.6,1.1,CLE,0.511
899,899,0.5,0.414,1.3,1.7,0.41700000000000004,4.1,1.9,31,0.0,1.0,2.3,0.41600000000000004,5.4,0.3,0.7140000000000001,0.4,67,3.0,NBA,19.9,0.1,1.0,Dahntay Jones ,6.5,SG,0.3,0.5,1.1,CLE,0.574
900,900,0.0,0.0,0.3,0.6,0.39299999999999996,1.6,0.4,32,0.0,0.3,0.6,0.324,1.9,0.0,,0.0,18,0.0,NBA,6.0,0.0,0.2,Dahntay Jones ,1.8,PG,0.2,0.3,0.3,MIL,0.485
